Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-06-30 00:00:00+07:00,5866.765592582987,5935.211191163122,5866.765592582987,5891.21044921875,65795000,0.0,0.0
2021-07-01 00:00:00+07:00,5925.433248508817,5940.100162490275,5866.765592582987,5891.21044921875,58153000,0.0,0.0
2021-07-02 00:00:00+07:00,5935.211094390369,6003.656691854508,5905.877266905737,5964.544921875,67392500,0.0,0.0
2021-07-05 00:00:00+07:00,5964.545299074263,5993.8791284139725,5935.211469734553,5974.3232421875,39710500,0.0,0.0
2021-07-06 00:00:00+07:00,5974.323119613181,5974.323119613181,5920.54443359375,5920.54443359375,34279500,0.0,0.0
2021-07-07 00:00:00+07:00,6042.768607017725,6042.768607017725,5896.099466070693,5930.322265625,35595000,0.0,0.0
2021-07-08 00:00:00+07:00,5866.7657029301745,5905.877474283042,5847.20981725374,5881.4326171875,47297000,0.0,0.0
2021-07-09 00:00:00+07:00,5876.5433467218645,5886.3212890625,5856.9874620405935,5886.3212890625,40707500,0.0,0.0
2021-07-12 00:00:00+07:00,5935.211294412227,6042.768665480653,5886.321580290215,6032.99072265625,65981500,0.0,0.0
2021-07-13 00:00:00+07:00,6032.9903918850805,6037.879363029234,5881.4322864163305,5910.76611328125,65946500,0.0,0.0
2021-07-14 00:00:00+07:00,5886.32162164806,5896.099564541162,5847.209850075647,5856.98779296875,59321000,0.0,0.0
2021-07-15 00:00:00+07:00,5866.765573896158,5979.2119140625,5861.876602584577,5979.2119140625,49724000,0.0,0.0
2021-07-16 00:00:00+07:00,6032.990900866918,6032.990900866918,5920.544555064699,5974.3232421875,47998500,0.0,0.0
2021-07-19 00:00:00+07:00,5974.322690075978,5974.322690075978,5871.654296875,5871.654296875,47119000,0.0,0.0
2021-07-21 00:00:00+07:00,5915.655718659006,5984.101322015392,5876.543945312501,5876.5439453125,55009500,0.0,0.0
2021-07-22 00:00:00+07:00,5979.211959677727,6018.32373046875,5915.6553321423135,6018.32373046875,60792000,0.0,0.0
2021-07-23 00:00:00+07:00,6042.768947092481,6052.546890372566,5891.210826251165,5900.98876953125,79938000,0.0,0.0
2021-07-26 00:00:00+07:00,5905.877094608659,5925.4329790278925,5871.654296875,5871.654296875,48171500,0.0,0.0
2021-07-27 00:00:00+07:00,5871.654296875,5925.4329790278925,5866.765325770191,5871.654296875,53107500,0.0,0.0
2021-07-28 00:00:00+07:00,5871.654328311168,5876.543299442151,5837.431530394283,5847.20947265625,74133000,0.0,0.0
2021-07-29 00:00:00+07:00,5920.544355581928,5949.878183933284,5847.209784703539,5905.87744140625,84605000,0.0,0.0
2021-07-30 00:00:00+07:00,5905.877237751256,5964.544892430905,5827.653698178392,5837.431640625,105685000,0.0,0.0
2021-08-02 00:00:00+07:00,5925.433234912438,5930.322206228372,5773.875124118473,5827.65380859375,119981500,0.0,0.0
2021-08-03 00:00:00+07:00,5891.210105157267,6042.76820744762,5852.098336824272,6008.54541015625,110071500,0.0,0.0
2021-08-04 00:00:00+07:00,6008.545441272212,6013.434412339155,5925.432933134191,5984.1005859375,41112000,0.0,0.0
